F5;F7;F10;F9
102275;4L1891;NATACIÓN RED- 20201  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;mar-18
102275;4L1891;NATACIÓN RED- 20201  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;ago-18
102306;4L1891;NATACIÓN RED- 20201  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;jul-18
102306;4L1891;NATACIÓN RED- 20201  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;jun-18
102306;4L1891;NATACIÓN RED- 20201  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;mar-18
102306;4L1891;NATACIÓN RED- 20201  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;ago-18
102355;4L1891;NATACIÓN RED- 20201  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;jul-18
102355;4L1891;NATACIÓN RED- 20201  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;jun-18
102355;4L1891;NATACIÓN RED- 20201  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;mar-18
102355;4L1891;NATACIÓN RED- 20201  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;ago-18
102383;4L1891;NATACIÓN RED- 20201  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;jul-18
102383;4L1891;NATACIÓN RED- 20201  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;jun-18
102383;4L1891;NATACIÓN RED- 20201  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;mar-18
102383;4L1891;NATACIÓN RED- 20201  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;ago-18
102392;4L1891;NATACIÓN RED- 20201  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;jul-18
102392;4L1891;NATACIÓN RED- 20201  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;jun-18
102392;4L1891;NATACIÓN RED- 20201  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;mar-18
102392;4L1891;NATACIÓN RED- 20201  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;ago-18
102399;4L1891;NATACIÓN RED- 20201  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;jul-18
102399;4L1891;NATACIÓN RED- 20201  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;jun-18
102399;4L1891;NATACIÓN RED- 20201  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;mar-18
102399;4L1891;NATACIÓN RED- 20201  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;ago-18
102403;4L1891;NATACIÓN RED- 20201  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;jul-18
102403;4L1891;NATACIÓN RED- 20201  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;jun-18
102403;4L1891;NATACIÓN RED- 20201  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;mar-18
102403;4L1891;NATACIÓN RED- 20201  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;ago-18
102417;4L1891;NATACIÓN RED- 20201  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;jul-18
102417;4L1891;NATACIÓN RED- 20201  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;jun-18
102417;4L1891;NATACIÓN RED- 20201  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;mar-18
102417;4L1891;NATACIÓN RED- 20201  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;ago-18
102418;4L1891;NATACIÓN RED- 20201  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;jul-18
102418;4L1891;NATACIÓN RED- 20201  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;jun-18
102418;4L1891;NATACIÓN RED- 20201  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;mar-18
102418;4L1891;NATACIÓN RED- 20201  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;ago-18
100089;4L1891;NATACIÓN RED- 20201  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;jul-18
100089;4L1891;NATACIÓN RED- 20201  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;jun-18
100089;4L1891;NATACIÓN RED- 20201  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;mar-18
100089;4L1891;NATACIÓN RED- 20201  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;ago-18
100185;4L1891;NATACIÓN RED- 20201  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;jul-18
100185;4L1891;NATACIÓN RED- 20201  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;jun-18
100185;4L1891;NATACIÓN RED- 20201  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;mar-18
100185;4L1891;NATACIÓN RED- 20201  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;ago-18
100530;4L1891;NATACIÓN RED- 20201  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;jul-18
100530;4L1891;NATACIÓN RED- 20201  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;jun-18
100530;4L1891;NATACIÓN RED- 20201  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;mar-18
100530;4L1891;NATACIÓN RED- 20201  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;ago-18
100580;4L1891;NATACIÓN RED- 20201  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;jul-18
100580;4L1891;NATACIÓN RED- 20201  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;jun-18
100580;4L1891;NATACIÓN RED- 20201  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;mar-18
100580;4L1891;NATACIÓN RED- 20201  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;ago-18
100644;4L1891;NATACIÓN RED- 20201  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;jul-18
100644;4L1891;NATACIÓN RED- 20201  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;jun-18
100644;4L1891;NATACIÓN RED- 20201  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;mar-18
100644;4L1891;NATACIÓN RED- 20201  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;ago-18
100654;4L1891;NATACIÓN RED- 20201  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;jul-18
100654;4L1891;NATACIÓN RED- 20201  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;jun-18
100654;4L1891;NATACIÓN RED- 20201  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;mar-18
100654;4L1891;NATACIÓN RED- 20201  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;ago-18
101190;4L1311;FOSFEC - 20111  / CALLE 69;jul-18
101190;4L1311;FOSFEC - 20111  / CALLE 69;jun-18
101190;4L1311;FOSFEC - 20111  / CALLE 69;mar-18
101190;4L1311;FOSFEC - 20111  / CALLE 69;ago-18
101267;4L1311;FOSFEC - 20111  / CALLE 69;jul-18
101267;4L1311;FOSFEC - 20111  / CALLE 69;jun-18
101267;4L1311;FOSFEC - 20111  / CALLE 69;mar-18
101267;4L1311;FOSFEC - 20111  / CALLE 69;ago-18
101301;4L1311;FOSFEC - 20111  / CALLE 69;jul-18
101301;4L1311;FOSFEC - 20111  / CALLE 69;jun-18
101301;4L1311;FOSFEC - 20111  / CALLE 69;mar-18
101301;4L1311;FOSFEC - 20111  / CALLE 69;ago-18
101757;4L1311;FOSFEC - 20111  / CALLE 69;jul-18
101757;4L1311;FOSFEC - 20111  / CALLE 69;jun-18
101757;4L1311;FOSFEC - 20111  / CALLE 69;mar-18
101757;4L1311;FOSFEC - 20111  / CALLE 69;ago-18
101839;4L1311;FOSFEC - 20111  / CALLE 69;jul-18
101839;4L1311;FOSFEC - 20111  / CALLE 69;jun-18
101839;4L1311;FOSFEC - 20111  / CALLE 69;mar-18
101839;4L1311;FOSFEC - 20111  / CALLE 69;ago-18
101901;4L1311;FOSFEC - 20111  / CALLE 69;jul-18
101901;4L1311;FOSFEC - 20111  / CALLE 69;jun-18
101901;4L1311;FOSFEC - 20111  / CALLE 69;mar-18
101901;4L1311;FOSFEC - 20111  / CALLE 69;ago-18
101931;4L1311;FOSFEC - 20111  / CALLE 69;jul-18
101931;4L1311;FOSFEC - 20111  / CALLE 69;jun-18
101931;4L1311;FOSFEC - 20111  / CALLE 69;mar-18
101931;4L1311;FOSFEC - 20111  / CALLE 69;ago-18
101973;4L1311;FOSFEC - 20111  / CALLE 69;jul-18
101973;4L1311;FOSFEC - 20111  / CALLE 69;jun-18
101973;4L1311;FOSFEC - 20111  / CALLE 69;mar-18
101973;4L1311;FOSFEC - 20111  / CALLE 69;ago-18
101989;4L1311;FOSFEC - 20111  / CALLE 69;jul-18
101989;4L1311;FOSFEC - 20111  / CALLE 69;jun-18
101989;4L1311;FOSFEC - 20111  / CALLE 69;mar-18
101989;4L1311;FOSFEC - 20111  / CALLE 69;ago-18
102049;4L1311;FOSFEC - 20111  / CALLE 69;jul-18
102049;4L1311;FOSFEC - 20111  / CALLE 69;jun-18
102049;4L1311;FOSFEC - 20111  / CALLE 69;mar-18
102049;4L1311;FOSFEC - 20111  / CALLE 69;ago-18
102089;4L1311;FOSFEC - 20111  / CALLE 69;jul-18
102089;4L1311;FOSFEC - 20111  / CALLE 69;jun-18
102089;4L1311;FOSFEC - 20111  / CALLE 69;mar-18
102089;4L1311;FOSFEC - 20111  / CALLE 69;ago-18
102125;4L1311;FOSFEC - 20111  / CALLE 69;jul-18
102125;4L1311;FOSFEC - 20111  / CALLE 69;jun-18
102125;4L1311;FOSFEC - 20111  / CALLE 69;mar-18
102125;4L1311;FOSFEC - 20111  / CALLE 69;ago-18
102390;4L1311;FOSFEC - 20111  / CALLE 69;jul-18
102390;4L1311;FOSFEC - 20111  / CALLE 69;jun-18
102390;4L1311;FOSFEC - 20111  / CALLE 69;mar-18
102390;4L1311;FOSFEC - 20111  / CALLE 69;ago-18
100009;4L1311;FOSFEC - 20111  / CALLE 69;jul-18
100009;4L1311;FOSFEC - 20111  / CALLE 69;jun-18
100009;4L1311;FOSFEC - 20111  / CALLE 69;mar-18
100009;4L1311;FOSFEC - 20111  / CALLE 69;ago-18
100011;4L1311;FOSFEC - 20111  / CALLE 69;jul-18
100011;4L1311;FOSFEC - 20111  / CALLE 69;jun-18
100011;4L1311;FOSFEC - 20111  / CALLE 69;mar-18
100011;4L1311;FOSFEC - 20111  / CALLE 69;ago-18
100034;4L1311;FOSFEC - 20111  / CALLE 69;jul-18
100034;4L1311;FOSFEC - 20111  / CALLE 69;jun-18
100034;4L1311;FOSFEC - 20111  / CALLE 69;mar-18
100034;4L1311;FOSFEC - 20111  / CALLE 69;ago-18
100039;4L1311;FOSFEC - 20111  / CALLE 69;jul-18
100039;4L1311;FOSFEC - 20111  / CALLE 69;jun-18
100039;4L1311;FOSFEC - 20111  / CALLE 69;mar-18
100039;4L1311;FOSFEC - 20111  / CALLE 69;ago-18
100046;4L1311;FOSFEC - 20111  / CALLE 69;jul-18
100046;4L1311;FOSFEC - 20111  / CALLE 69;jun-18
100046;4L1311;FOSFEC - 20111  / CALLE 69;mar-18
100046;4L1311;FOSFEC - 20111  / CALLE 69;ago-18
100147;4L1311;FOSFEC - 20111  / CALLE 69;jul-18
100147;4L1311;FOSFEC - 20111  / CALLE 69;jun-18
100147;4L1311;FOSFEC - 20111  / CALLE 69;mar-18
100147;4L1311;FOSFEC - 20111  / CALLE 69;ago-18
100196;4L1311;FOSFEC - 20111  / CALLE 69;jul-18
100196;4L1311;FOSFEC - 20111  / CALLE 69;jun-18
100196;4L1311;FOSFEC - 20111  / CALLE 69;mar-18
100196;4L1311;FOSFEC - 20111  / CALLE 69;ago-18
100209;4L1311;FOSFEC - 20111  / CALLE 69;jul-18
100209;4L1311;FOSFEC - 20111  / CALLE 69;jun-18
100209;4L1311;FOSFEC - 20111  / CALLE 69;mar-18
100209;4L1311;FOSFEC - 20111  / CALLE 69;ago-18
100214;4L1311;FOSFEC - 20111  / CALLE 69;jul-18
100214;4L1311;FOSFEC - 20111  / CALLE 69;jun-18
100214;4L1311;FOSFEC - 20111  / CALLE 69;mar-18
100214;4L1311;FOSFEC - 20111  / CALLE 69;ago-18
100215;4L1311;FOSFEC - 20111  / CALLE 69;jul-18
100215;4L1311;FOSFEC - 20111  / CALLE 69;jun-18
100215;4L1311;FOSFEC - 20111  / CALLE 69;mar-18
100215;4L1311;FOSFEC - 20111  / CALLE 69;ago-18
100260;4L1311;FOSFEC - 20111  / CALLE 69;jul-18
100260;4L1311;FOSFEC - 20111  / CALLE 69;jun-18
100260;4L1311;FOSFEC - 20111  / CALLE 69;mar-18
100260;4L1311;FOSFEC - 20111  / CALLE 69;ago-18
100269;4L1311;FOSFEC - 20111  / CALLE 69;jul-18
100269;4L1311;FOSFEC - 20111  / CALLE 69;jun-18
100269;4L1311;FOSFEC - 20111  / CALLE 69;mar-18
100269;4L1311;FOSFEC - 20111  / CALLE 69;ago-18
100273;4L1311;FOSFEC - 20111  / CALLE 69;jul-18
100273;4L1311;FOSFEC - 20111  / CALLE 69;jun-18
100273;4L1311;FOSFEC - 20111  / CALLE 69;mar-18
100273;4L1311;FOSFEC - 20111  / CALLE 69;ago-18
100276;4L1311;FOSFEC - 20111  / CALLE 69;jul-18
100276;4L1311;FOSFEC - 20111  / CALLE 69;jun-18
100276;4L1311;FOSFEC - 20111  / CALLE 69;mar-18
100276;4L1311;FOSFEC - 20111  / CALLE 69;ago-18
100279;4L1311;FOSFEC - 20111  / CALLE 69;jul-18
100279;4L1311;FOSFEC - 20111  / CALLE 69;jun-18
100279;4L1311;FOSFEC - 20111  / CALLE 69;mar-18
100279;4L1311;FOSFEC - 20111  / CALLE 69;ago-18
100287;4L1311;FOSFEC - 20111  / CALLE 69;jul-18
100287;4L1311;FOSFEC - 20111  / CALLE 69;jun-18
100287;4L1311;FOSFEC - 20111  / CALLE 69;mar-18
100287;4L1311;FOSFEC - 20111  / CALLE 69;ago-18
100348;4L1311;FOSFEC - 20111  / CALLE 69;jul-18
100348;4L1311;FOSFEC - 20111  / CALLE 69;jun-18
100348;4L1311;FOSFEC - 20111  / CALLE 69;mar-18
100348;4L1311;FOSFEC - 20111  / CALLE 69;ago-18
100384;4L1311;FOSFEC - 20111  / CALLE 69;jul-18
100384;4L1311;FOSFEC - 20111  / CALLE 69;jun-18
100384;4L1311;FOSFEC - 20111  / CALLE 69;mar-18
100384;4L1311;FOSFEC - 20111  / CALLE 69;ago-18
100387;4L1311;FOSFEC - 20111  / CALLE 69;jul-18
100387;4L1311;FOSFEC - 20111  / CALLE 69;jun-18
100387;4L1311;FOSFEC - 20111  / CALLE 69;mar-18
100387;4L1311;FOSFEC - 20111  / CALLE 69;ago-18
100448;4L1311;FOSFEC - 20111  / CALLE 69;jul-18
100448;4L1311;FOSFEC - 20111  / CALLE 69;jun-18
100448;4L1311;FOSFEC - 20111  / CALLE 69;mar-18
100448;4L1311;FOSFEC - 20111  / CALLE 69;ago-18
100599;4L1311;FOSFEC - 20111  / CALLE 69;jul-18
100599;4L1311;FOSFEC - 20111  / CALLE 69;jun-18
100599;4L1311;FOSFEC - 20111  / CALLE 69;mar-18
100599;4L1311;FOSFEC - 20111  / CALLE 69;ago-18
100724;4L1311;FOSFEC - 20111  / CALLE 69;jul-18
100724;4L1311;FOSFEC - 20111  / CALLE 69;jun-18
100724;4L1311;FOSFEC - 20111  / CALLE 69;mar-18
100724;4L1311;FOSFEC - 20111  / CALLE 69;ago-18
100746;4L1311;FOSFEC - 20111  / CALLE 69;jul-18
100746;4L1311;FOSFEC - 20111  / CALLE 69;jun-18
100746;4L1311;FOSFEC - 20111  / CALLE 69;mar-18
100746;4L1311;FOSFEC - 20111  / CALLE 69;ago-18
100765;4L1311;FOSFEC - 20111  / CALLE 69;jul-18
100765;4L1311;FOSFEC - 20111  / CALLE 69;jun-18
100765;4L1311;FOSFEC - 20111  / CALLE 69;mar-18
100765;4L1311;FOSFEC - 20111  / CALLE 69;ago-18
100803;4L1311;FOSFEC - 20111  / CALLE 69;jul-18
100803;4L1311;FOSFEC - 20111  / CALLE 69;jun-18
100803;4L1311;FOSFEC - 20111  / CALLE 69;mar-18
100803;4L1311;FOSFEC - 20111  / CALLE 69;ago-18
100804;4L1311;FOSFEC - 20111  / CALLE 69;jul-18
100804;4L1311;FOSFEC - 20111  / CALLE 69;jun-18
100804;4L1311;FOSFEC - 20111  / CALLE 69;mar-18
100804;4L1311;FOSFEC - 20111  / CALLE 69;ago-18
100854;4L1311;FOSFEC - 20111  / CALLE 69;jul-18
100854;4L1311;FOSFEC - 20111  / CALLE 69;jun-18
100854;4L1311;FOSFEC - 20111  / CALLE 69;mar-18
100854;4L1311;FOSFEC - 20111  / CALLE 69;ago-18
100904;4L1311;FOSFEC - 20111  / CALLE 69;jul-18
100904;4L1311;FOSFEC - 20111  / CALLE 69;jun-18
100904;4L1311;FOSFEC - 20111  / CALLE 69;mar-18
100904;4L1311;FOSFEC - 20111  / CALLE 69;ago-18
100911;4L1311;FOSFEC - 20111  / CALLE 69;jul-18
100911;4L1311;FOSFEC - 20111  / CALLE 69;jun-18
100911;4L1311;FOSFEC - 20111  / CALLE 69;mar-18
100911;4L1311;FOSFEC - 20111  / CALLE 69;ago-18
100935;4L1311;FOSFEC - 20111  / CALLE 69;jul-18
100935;4L1311;FOSFEC - 20111  / CALLE 69;jun-18
100935;4L1311;FOSFEC - 20111  / CALLE 69;mar-18
100935;4L1311;FOSFEC - 20111  / CALLE 69;ago-18
100974;4L1311;FOSFEC - 20111  / CALLE 69;jul-18
100974;4L1311;FOSFEC - 20111  / CALLE 69;jun-18
100974;4L1311;FOSFEC - 20111  / CALLE 69;mar-18
100974;4L1311;FOSFEC - 20111  / CALLE 69;ago-18
100997;4L1311;FOSFEC - 20111  / CALLE 69;jul-18
100997;4L1311;FOSFEC - 20111  / CALLE 69;jun-18
100997;4L1311;FOSFEC - 20111  / CALLE 69;mar-18
100997;4L1311;FOSFEC - 20111  / CALLE 69;ago-18
101004;4L1311;FOSFEC - 20111  / CALLE 69;jul-18
101004;4L1311;FOSFEC - 20111  / CALLE 69;jun-18
101004;4L1311;FOSFEC - 20111  / CALLE 69;mar-18
101004;4L1311;FOSFEC - 20111  / CALLE 69;ago-18
100906;4L1311;FOSFEC - 20111  / FOSFEC MOSQUERA;jul-18
100906;4L1311;FOSFEC - 20111  / FOSFEC MOSQUERA;jun-18
100906;4L1311;FOSFEC - 20111  / FOSFEC MOSQUERA;mar-18
100906;4L1311;FOSFEC - 20111  / FOSFEC MOSQUERA;ago-18
100591;4L1311;FOSFEC - 20111  / FOSFEC SOACHA;jul-18
100591;4L1311;FOSFEC - 20111  / FOSFEC SOACHA;jun-18
100591;4L1311;FOSFEC - 20111  / FOSFEC SOACHA;mar-18
100591;4L1311;FOSFEC - 20111  / FOSFEC SOACHA;ago-18
100263;4L1311;FOSFEC - 20111  / FOSFEC SUBA;jul-18
100263;4L1311;FOSFEC - 20111  / FOSFEC SUBA;jun-18
100263;4L1311;FOSFEC - 20111  / FOSFEC SUBA;mar-18
100263;4L1311;FOSFEC - 20111  / FOSFEC SUBA;ago-18
101115;4L1311;FOSFEC - 20111  / GIRARDOT AGENCIA DE EMPLEO;jul-18
101115;4L1311;FOSFEC - 20111  / GIRARDOT AGENCIA DE EMPLEO;jun-18
101115;4L1311;FOSFEC - 20111  / GIRARDOT AGENCIA DE EMPLEO;mar-18
101115;4L1311;FOSFEC - 20111  / GIRARDOT AGENCIA DE EMPLEO;ago-18
102155;4L1311;FOSFEC - 20111  / GIRARDOT AGENCIA DE EMPLEO;jul-18
102155;4L1311;FOSFEC - 20111  / GIRARDOT AGENCIA DE EMPLEO;jun-18
102155;4L1311;FOSFEC - 20111  / GIRARDOT AGENCIA DE EMPLEO;mar-18
102155;4L1311;FOSFEC - 20111  / GIRARDOT AGENCIA DE EMPLEO;ago-18
101291;5C1181;CAFE PASO KIOSKO - 20603004  / CALLE 94;jul-18
101291;5C1181;CAFE PASO KIOSKO - 20603004  / CALLE 94;jun-18
101291;5C1181;CAFE PASO KIOSKO - 20603004  / CALLE 94;mar-18
101291;5C1181;CAFE PASO KIOSKO - 20603004  / CALLE 94;ago-18
101455;5C1181;AUTOSERVICIO - 20603002  / CALLE 94;jul-18
101455;5C1181;AUTOSERVICIO - 20603002  / CALLE 94;jun-18
101455;5C1181;AUTOSERVICIO - 20603002  / CALLE 94;mar-18
101455;5C1181;AUTOSERVICIO - 20603002  / CALLE 94;ago-18
102357;5C1181;AUTOSERVICIO - 20603002  / CALLE 94;jul-18
102357;5C1181;AUTOSERVICIO - 20603002  / CALLE 94;jun-18
102357;5C1181;AUTOSERVICIO - 20603002  / CALLE 94;mar-18
102357;5C1181;AUTOSERVICIO - 20603002  / CALLE 94;ago-18
100173;5C1181;AUTOSERVICIO - 20603002  / CALLE 94;jul-18
100173;5C1181;AUTOSERVICIO - 20603002  / CALLE 94;jun-18
100173;5C1181;AUTOSERVICIO - 20603002  / CALLE 94;mar-18
100173;5C1181;AUTOSERVICIO - 20603002  / CALLE 94;ago-18
100856;5C1181;AUTOSERVICIO - 20603002  / CALLE 94;jul-18
100856;5C1181;AUTOSERVICIO - 20603002  / CALLE 94;jun-18
100856;5C1181;AUTOSERVICIO - 20603002  / CALLE 94;mar-18
100856;5C1181;AUTOSERVICIO - 20603002  / CALLE 94;ago-18
100922;5C1181;AUTOSERVICIO - 20603002  / CALLE 94;jul-18
100922;5C1181;AUTOSERVICIO - 20603002  / CALLE 94;jun-18
100922;5C1181;AUTOSERVICIO - 20603002  / CALLE 94;mar-18
100922;5C1181;AUTOSERVICIO - 20603002  / CALLE 94;ago-18
100230;5C1181;AUTOSERVICIO - 20603002  / CENTRO CAJICA;jul-18
100230;5C1181;AUTOSERVICIO - 20603002  / CENTRO CAJICA;jun-18
100230;5C1181;AUTOSERVICIO - 20603002  / CENTRO CAJICA;mar-18
100230;5C1181;AUTOSERVICIO - 20603002  / CENTRO CAJICA;ago-18
102150;5C1181;AUTOSERVICIO - 20603002  / CENTRO DE ENTRETENIMIENTO FAMILIAR (CEF);jul-18
102150;5C1181;AUTOSERVICIO - 20603002  / CENTRO DE ENTRETENIMIENTO FAMILIAR (CEF);jun-18
102150;5C1181;AUTOSERVICIO - 20603002  / CENTRO DE ENTRETENIMIENTO FAMILIAR (CEF);mar-18
102150;5C1181;AUTOSERVICIO - 20603002  / CENTRO DE ENTRETENIMIENTO FAMILIAR (CEF);ago-18
100001;5C1181;AUTOSERVICIO - 20603002  / CENTRO DE ENTRETENIMIENTO FAMILIAR (CEF);jul-18
100001;5C1181;AUTOSERVICIO - 20603002  / CENTRO DE ENTRETENIMIENTO FAMILIAR (CEF);jun-18
100001;5C1181;AUTOSERVICIO - 20603002  / CENTRO DE ENTRETENIMIENTO FAMILIAR (CEF);mar-18
100001;5C1181;AUTOSERVICIO - 20603002  / CENTRO DE ENTRETENIMIENTO FAMILIAR (CEF);ago-18
100044;5C1181;RESTAURANTE - 20603003  / CENTRO DE ENTRETENIMIENTO FAMILIAR (CEF);jul-18
100044;5C1181;RESTAURANTE - 20603003  / CENTRO DE ENTRETENIMIENTO FAMILIAR (CEF);jun-18
100044;5C1181;RESTAURANTE - 20603003  / CENTRO DE ENTRETENIMIENTO FAMILIAR (CEF);mar-18
100044;5C1181;RESTAURANTE - 20603003  / CENTRO DE ENTRETENIMIENTO FAMILIAR (CEF);ago-18
100186;5C1181;RESTAURANTE - 20603003  / CENTRO DE ENTRETENIMIENTO FAMILIAR (CEF);jul-18
100186;5C1181;RESTAURANTE - 20603003  / CENTRO DE ENTRETENIMIENTO FAMILIAR (CEF);jun-18
100186;5C1181;RESTAURANTE - 20603003  / CENTRO DE ENTRETENIMIENTO FAMILIAR (CEF);mar-18
100186;5C1181;RESTAURANTE - 20603003  / CENTRO DE ENTRETENIMIENTO FAMILIAR (CEF);ago-18
100343;5C1181;RESTAURANTE - 20603003  / CENTRO DE ENTRETENIMIENTO FAMILIAR (CEF);jul-18
100343;5C1181;RESTAURANTE - 20603003  / CENTRO DE ENTRETENIMIENTO FAMILIAR (CEF);jun-18
100343;5C1181;RESTAURANTE - 20603003  / CENTRO DE ENTRETENIMIENTO FAMILIAR (CEF);mar-18
100343;5C1181;RESTAURANTE - 20603003  / CENTRO DE ENTRETENIMIENTO FAMILIAR (CEF);ago-18
100533;5C1181;AUTOSERVICIO - 20603002  / CENTRO DE ENTRETENIMIENTO FAMILIAR (CEF);jul-18
100533;5C1181;AUTOSERVICIO - 20603002  / CENTRO DE ENTRETENIMIENTO FAMILIAR (CEF);jun-18
100533;5C1181;AUTOSERVICIO - 20603002  / CENTRO DE ENTRETENIMIENTO FAMILIAR (CEF);mar-18
100533;5C1181;AUTOSERVICIO - 20603002  / CENTRO DE ENTRETENIMIENTO FAMILIAR (CEF);ago-18
100642;5C1181;RESTAURANTE - 20603003  / CENTRO DE ENTRETENIMIENTO FAMILIAR (CEF);jul-18
100642;5C1181;RESTAURANTE - 20603003  / CENTRO DE ENTRETENIMIENTO FAMILIAR (CEF);jun-18
100642;5C1181;RESTAURANTE - 20603003  / CENTRO DE ENTRETENIMIENTO FAMILIAR (CEF);mar-18
100642;5C1181;RESTAURANTE - 20603003  / CENTRO DE ENTRETENIMIENTO FAMILIAR (CEF);ago-18
100698;5C1181;RESTAURANTE - 20603003  / CENTRO DE ENTRETENIMIENTO FAMILIAR (CEF);jul-18
100698;5C1181;RESTAURANTE - 20603003  / CENTRO DE ENTRETENIMIENTO FAMILIAR (CEF);jun-18
100698;5C1181;RESTAURANTE - 20603003  / CENTRO DE ENTRETENIMIENTO FAMILIAR (CEF);mar-18
100698;5C1181;RESTAURANTE - 20603003  / CENTRO DE ENTRETENIMIENTO FAMILIAR (CEF);ago-18
100709;5C1181;RESTAURANTE - 20603003  / CENTRO DE ENTRETENIMIENTO FAMILIAR (CEF);jul-18
100709;5C1181;RESTAURANTE - 20603003  / CENTRO DE ENTRETENIMIENTO FAMILIAR (CEF);jun-18
100709;5C1181;RESTAURANTE - 20603003  / CENTRO DE ENTRETENIMIENTO FAMILIAR (CEF);mar-18
100709;5C1181;RESTAURANTE - 20603003  / CENTRO DE ENTRETENIMIENTO FAMILIAR (CEF);ago-18
100828;5C1181;AUTOSERVICIO - 20603002  / CENTRO DE ENTRETENIMIENTO FAMILIAR (CEF);jul-18
100828;5C1181;AUTOSERVICIO - 20603002  / CENTRO DE ENTRETENIMIENTO FAMILIAR (CEF);jun-18
100828;5C1181;AUTOSERVICIO - 20603002  / CENTRO DE ENTRETENIMIENTO FAMILIAR (CEF);mar-18
100828;5C1181;AUTOSERVICIO - 20603002  / CENTRO DE ENTRETENIMIENTO FAMILIAR (CEF);ago-18
101132;5C1181;CAFE PASO KIOSKO - 20603004  / CENTRO DE SERVICIOS Y DESARROLLO EMPRESA;jul-18
101132;5C1181;CAFE PASO KIOSKO - 20603004  / CENTRO DE SERVICIOS Y DESARROLLO EMPRESA;jun-18
101132;5C1181;CAFE PASO KIOSKO - 20603004  / CENTRO DE SERVICIOS Y DESARROLLO EMPRESA;mar-18
101132;5C1181;CAFE PASO KIOSKO - 20603004  / CENTRO DE SERVICIOS Y DESARROLLO EMPRESA;ago-18
101315;5C1181;CAFE PASO KIOSKO - 20603004  / CENTRO DE SERVICIOS Y DESARROLLO EMPRESA;jul-18
101315;5C1181;CAFE PASO KIOSKO - 20603004  / CENTRO DE SERVICIOS Y DESARROLLO EMPRESA;jun-18
101315;5C1181;CAFE PASO KIOSKO - 20603004  / CENTRO DE SERVICIOS Y DESARROLLO EMPRESA;mar-18
101315;5C1181;CAFE PASO KIOSKO - 20603004  / CENTRO DE SERVICIOS Y DESARROLLO EMPRESA;ago-18
101485;5C1181;CAFE PASO KIOSKO - 20603004  / CENTRO DE SERVICIOS Y DESARROLLO EMPRESA;jul-18
